task,star_free,layers,heads,terms,best_seed,model_hard_accuracy,train_accuracy,test_accuracy,test_positive_rate,disagreements,attention_ops,seconds
dot_depth__k-5__sigma-4,True,6,2,2,0,0.977091,0.977091,0.8175,0.5,0,10,5433.2
dot_depth__k-6__sigma-2,True,6,1,1,2,0.936115,0.936115,0.8195,,0,6,202.0
dot_depth__k-6__sigma-2,True,6,2,1,0,0.654498,0.654498,0.5,,0,10,364.8
dot_depth__k-6__sigma-2,True,6,2,2,0,1.0,1.0,1.0,,0,9,254.5
dot_depth__k-6__sigma-2,True,7,2,1,1,0.697523,0.697523,0.7335,,0,8,386.7
dot_depth__k-6__sigma-2,True,7,2,2,0,0.936115,0.936115,0.8195,,0,12,777.1
dot_depth__k-7__sigma-2,True,7,1,1,0,0.902216,0.902216,0.8565,,0,7,232.8
dot_depth__k-7__sigma-2,True,7,1,2,2,0.95176,0.95176,0.8195,,0,7,623.5
dot_depth__k-7__sigma-2,True,7,2,1,1,0.788787,0.788787,0.7825,,0,8,393.7
dot_depth__k-7__sigma-2,True,7,2,2,0,0.853977,0.853977,0.837,,0,12,897.0
dot_depth__k-7__sigma-2,True,8,1,1,1,0.829205,0.829205,0.7325,,0,7,244.5
dot_depth__k-7__sigma-2,True,8,1,2,1,1.0,1.0,1.0,,0,8,359.9
dot_depth__k-7__sigma-2,True,8,2,1,2,0.664928,0.664928,0.5,,0,6,439.5
dot_depth__k-7__sigma-2,True,8,2,2,0,0.767927,0.767927,0.5595,,0,15,833.5
dot_depth__k-8__sigma-2,True,8,1,1,0,0.666232,0.666232,0.5,,0,7,254.1
dot_depth__k-8__sigma-2,True,8,1,2,2,0.857888,0.857888,0.748,,0,8,638.3
dot_depth__k-8__sigma-2,True,8,2,1,0,0.666232,0.666232,0.5,,0,8,456.7
dot_depth__k-8__sigma-2,True,8,2,2,0,0.847458,0.847458,0.8035,0.5,0,15,973.6
dot_depth__k-8__sigma-2,True,9,1,1,0,0.666232,0.666232,0.5,0.5,0,7,275.5
dot_depth__k-8__sigma-2,True,9,1,2,1,0.915254,0.915254,0.87,0.5,0,9,604.5
dot_depth__k-8__sigma-2,True,9,2,1,0,0.724902,0.724902,0.669,0.5,0,16,492.0
dot_depth__k-8__sigma-2,True,9,2,2,0,0.940026,0.940026,0.818,0.5,0,14,1070.0
ends_ab,True,1,1,1,0,1.0,1.0,1.0,,0,1,25.2
ends_ab,True,1,1,2,1,1.0,1.0,1.0,,0,1,134.0
ends_ab,True,1,2,1,0,1.0,1.0,1.0,,0,1,51.1
ends_ab,True,1,2,2,1,1.0,1.0,1.0,,0,2,256.7
ends_ab,True,1,3,1,0,1.0,1.0,1.0,,0,3,70.5
ends_ab,True,1,3,2,0,1.0,1.0,1.0,,0,3,199.8
ends_ab,True,2,1,1,0,1.0,1.0,1.0,,0,2,65.6
ends_ab,True,2,1,2,0,1.0,1.0,1.0,,0,2,157.3
ends_ab,True,2,2,1,0,1.0,1.0,1.0,,0,4,115.4
ends_ab,True,2,2,2,0,1.0,1.0,1.0,,0,4,269.0
ends_ab,True,2,3,1,0,1.0,1.0,1.0,,0,4,145.7
ends_ab,True,2,3,2,0,1.0,1.0,1.0,,0,6,412.8
ends_ab,True,3,1,1,0,1.0,1.0,1.0,,0,3,97.8
ends_ab,True,3,1,2,0,1.0,1.0,1.0,,0,3,240.4
ends_ab,True,3,2,1,0,1.0,1.0,1.0,,0,5,179.2
ends_ab,True,3,2,2,0,1.0,1.0,1.0,,0,6,484.2
ends_ab,True,3,3,1,0,1.0,1.0,1.0,,0,6,225.4
ends_ab,True,3,3,2,0,1.0,1.0,1.0,,0,8,626.3
equal_blocks,False,1,1,1,0,0.745846,0.745846,0.5,0.5,0,1,235.1
equal_blocks,False,1,1,2,0,0.745846,0.745846,0.5,0.5,0,1,488.2
equal_blocks,False,1,2,1,0,0.745846,0.745846,0.5,0.5,0,2,463.0
equal_blocks,False,1,2,2,0,0.745846,0.745846,0.5,0.5,0,2,589.2
equal_blocks,False,1,3,1,1,0.745846,0.745846,0.5,0.5,0,2,1063.8
equal_blocks,False,1,3,2,0,0.745846,0.745846,0.5,0.5,0,3,1701.2
equal_blocks,False,2,1,1,1,0.745846,0.745846,0.5,0.5,0,2,783.8
equal_blocks,False,2,1,2,0,0.745846,0.745846,0.5,0.5,0,2,1626.6
equal_blocks,False,2,2,1,1,0.726295,0.726295,0.5,0.5,0,4,1688.9
equal_blocks,False,2,2,2,2,0.740958,0.740958,0.5,0.5,0,4,2252.7
equal_blocks,False,2,3,1,2,0.745846,0.745846,0.5,0.5,0,2,1881.1
equal_blocks,False,2,3,2,1,0.745846,0.745846,0.5,0.5,0,6,2808.3
equal_blocks,False,3,1,1,1,0.726295,0.726295,0.5,0.5,0,3,1286.3
equal_blocks,False,3,1,2,1,0.718475,0.718475,0.5,0.5,0,3,2145.8
equal_blocks,False,3,2,1,2,0.740958,0.740958,0.5,0.5,0,5,2077.8
equal_blocks,False,3,2,2,0,0.745846,0.745846,0.5,0.5,0,6,2869.6
equal_blocks,False,3,3,1,0,0.766373,0.766373,0.5,0.5,0,8,2410.9
equal_blocks,False,3,3,2,0,0.719453,0.719453,0.5,0.5,0,9,3602.9
first_a,True,1,1,1,1,0.500489,0.500489,0.5,,0,0,98.8
first_a,True,1,1,2,2,0.516129,0.516129,0.5045,,0,1,243.5
first_a,True,1,2,1,1,0.999022,0.999022,1.0,,0,1,145.2
first_a,True,1,2,2,1,1.0,1.0,1.0,,0,2,250.3
first_a,True,1,3,1,0,0.999022,0.999022,1.0,,0,1,264.0
first_a,True,1,3,2,1,1.0,1.0,1.0,,0,3,363.5
first_a,True,2,1,1,1,1.0,1.0,1.0,,0,2,87.7
first_a,True,2,1,2,1,1.0,1.0,1.0,,0,2,273.3
first_a,True,2,2,1,0,0.999022,0.999022,1.0,,0,3,258.9
first_a,True,2,2,2,0,0.999022,0.999022,1.0,,0,4,959.6
first_a,True,2,3,1,0,0.999022,0.999022,1.0,,0,6,507.3
first_a,True,2,3,2,0,0.999022,0.999022,1.0,,0,5,1230.9
first_a,True,3,1,1,0,0.999022,0.999022,1.0,,0,2,228.2
first_a,True,3,1,2,1,1.0,1.0,1.0,,0,3,502.6
first_a,True,3,2,1,0,0.999022,0.999022,1.0,,0,6,444.0
first_a,True,3,2,2,1,1.0,1.0,1.0,,0,6,1037.8
first_a,True,3,3,1,0,0.999022,0.999022,1.0,,0,5,600.7
first_a,True,3,3,2,0,1.0,1.0,1.0,,0,8,619.4
gastin_oddoux_depth__k-1,True,2,1,1,1,0.976532,0.976532,1.0,0.5,0,2,219.8
gastin_oddoux_depth__k-1,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,172.9
gastin_oddoux_depth__k-1,True,2,2,1,2,1.0,1.0,1.0,0.5,0,4,350.9
gastin_oddoux_depth__k-1,True,2,2,2,0,1.0,1.0,1.0,0.5,0,4,383.8
gastin_oddoux_depth__k-1,True,3,1,1,0,0.976532,0.976532,1.0,0.5,0,3,399.1
gastin_oddoux_depth__k-1,True,3,1,2,0,1.0,1.0,1.0,0.5,0,3,315.3
gastin_oddoux_depth__k-1,True,3,2,1,1,1.0,1.0,1.0,0.5,0,6,464.5
gastin_oddoux_depth__k-1,True,3,2,2,0,1.0,1.0,1.0,0.5,0,6,488.4
last_a,True,1,1,1,0,1.0,1.0,1.0,,0,0,26.9
last_a,True,1,1,2,0,1.0,1.0,1.0,,0,1,66.2
last_a,True,1,2,1,0,1.0,1.0,1.0,,0,1,48.9
last_a,True,1,2,2,0,1.0,1.0,1.0,,0,2,173.2
last_a,True,1,3,1,0,1.0,1.0,1.0,,0,1,73.6
last_a,True,1,3,2,0,1.0,1.0,1.0,,0,2,212.5
last_a,True,2,1,1,0,1.0,1.0,1.0,,0,2,48.8
last_a,True,2,1,2,0,1.0,1.0,1.0,,0,2,134.6
last_a,True,2,2,1,0,1.0,1.0,1.0,,0,3,124.4
last_a,True,2,2,2,0,1.0,1.0,1.0,,0,4,334.4
last_a,True,2,3,1,0,1.0,1.0,1.0,,0,5,125.9
last_a,True,2,3,2,0,1.0,1.0,1.0,,0,6,377.8
last_a,True,3,1,1,0,1.0,1.0,1.0,,0,0,100.8
last_a,True,3,1,2,0,1.0,1.0,1.0,,0,3,200.4
last_a,True,3,2,1,0,1.0,1.0,1.0,,0,5,145.3
last_a,True,3,2,2,0,1.0,1.0,1.0,,0,6,423.6
last_a,True,3,3,1,0,1.0,1.0,1.0,,0,4,203.0
last_a,True,3,3,2,0,1.0,1.0,1.0,,0,6,759.2
markey_agreement__n-1,True,1,1,1,0,0.709643,0.709643,0.7475,0.5,0,1,153.7
markey_agreement__n-1,True,1,1,2,0,0.85935,0.85935,0.8665,0.5,0,1,416.0
markey_agreement__n-1,True,1,2,1,0,0.85935,0.85935,0.8665,0.5,0,2,266.2
