task,source,star_free,layers,heads,terms,best_seed,model_hard_accuracy,train_accuracy,test_accuracy,test_positive_rate,disagreements,attention_ops,seconds
rand_007,examples/brasp/random/rand_007.brasp,True,2,1,1,0,1.0,1.0,1.0,0.5,0,2,45.1
rand_007,examples/brasp/random/rand_007.brasp,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,53.3
rand_007,examples/brasp/random/rand_007.brasp,True,2,2,1,0,1.0,1.0,1.0,0.5,0,4,52.9
rand_007,examples/brasp/random/rand_007.brasp,True,2,2,2,0,1.0,1.0,1.0,0.5,0,3,72.3
rand_007,examples/brasp/random/rand_007.brasp,True,3,1,1,0,1.0,1.0,1.0,0.5,0,3,51.4
rand_007,examples/brasp/random/rand_007.brasp,True,3,1,2,0,1.0,1.0,1.0,0.5,0,3,65.9
rand_007,examples/brasp/random/rand_007.brasp,True,3,2,1,0,1.0,1.0,1.0,0.5,0,6,75.1
rand_007,examples/brasp/random/rand_007.brasp,True,3,2,2,0,1.0,1.0,1.0,0.5,0,5,95.1
rand_008,examples/brasp/random/rand_008.brasp,True,2,1,1,0,1.0,1.0,1.0,0.5,0,2,44.3
rand_008,examples/brasp/random/rand_008.brasp,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,48.8
rand_008,examples/brasp/random/rand_008.brasp,True,2,2,1,0,1.0,1.0,1.0,0.5,0,4,55.9
rand_008,examples/brasp/random/rand_008.brasp,True,2,2,2,0,1.0,1.0,1.0,0.5,0,3,75.0
rand_008,examples/brasp/random/rand_008.brasp,True,3,1,1,0,1.0,1.0,1.0,0.5,0,3,53.3
rand_008,examples/brasp/random/rand_008.brasp,True,3,1,2,0,1.0,1.0,1.0,0.5,0,3,63.7
rand_008,examples/brasp/random/rand_008.brasp,True,3,2,1,0,1.0,1.0,1.0,0.5,0,6,70.7
rand_008,examples/brasp/random/rand_008.brasp,True,3,2,2,0,1.0,1.0,1.0,0.5,0,6,100.3
rand_009,examples/brasp/random/rand_009.brasp,True,1,1,1,0,1.0,1.0,1.0,0.5,0,0,27.9
rand_009,examples/brasp/random/rand_009.brasp,True,1,1,2,0,1.0,1.0,1.0,0.5,0,1,30.7
rand_009,examples/brasp/random/rand_009.brasp,True,1,2,1,0,1.0,1.0,1.0,0.5,0,1,41.3
rand_009,examples/brasp/random/rand_009.brasp,True,1,2,2,0,1.0,1.0,1.0,0.5,0,2,47.5
rand_009,examples/brasp/random/rand_009.brasp,True,2,1,1,0,1.0,1.0,1.0,0.5,0,1,38.6
rand_009,examples/brasp/random/rand_009.brasp,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,50.3
rand_009,examples/brasp/random/rand_009.brasp,True,2,2,1,0,1.0,1.0,1.0,0.5,0,3,58.1
rand_009,examples/brasp/random/rand_009.brasp,True,2,2,2,0,1.0,1.0,1.0,0.5,0,4,74.0
rand_010,examples/brasp/random/rand_010.brasp,True,2,1,1,0,1.0,1.0,1.0,0.5,0,2,45.2
rand_010,examples/brasp/random/rand_010.brasp,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,45.4
rand_010,examples/brasp/random/rand_010.brasp,True,2,2,1,0,1.0,1.0,1.0,0.5,0,3,57.2
rand_010,examples/brasp/random/rand_010.brasp,True,2,2,2,0,1.0,1.0,1.0,0.5,0,4,75.6
rand_010,examples/brasp/random/rand_010.brasp,True,3,1,1,0,1.0,1.0,1.0,0.5,0,2,49.3
rand_010,examples/brasp/random/rand_010.brasp,True,3,1,2,0,1.0,1.0,1.0,0.5,0,3,59.0
rand_010,examples/brasp/random/rand_010.brasp,True,3,2,1,0,1.0,1.0,1.0,0.5,0,6,72.9
rand_010,examples/brasp/random/rand_010.brasp,True,3,2,2,0,1.0,1.0,1.0,0.5,0,6,103.1
rand_011,examples/brasp/random/rand_011.brasp,True,3,1,1,0,1.0,1.0,1.0,0.5,0,3,50.4
rand_011,examples/brasp/random/rand_011.brasp,True,3,1,2,0,1.0,1.0,1.0,0.5,0,3,60.7
rand_011,examples/brasp/random/rand_011.brasp,True,3,2,1,0,1.0,1.0,1.0,0.5,0,6,72.9
rand_011,examples/brasp/random/rand_011.brasp,True,3,2,2,0,1.0,1.0,1.0,0.5,0,6,101.1
rand_011,examples/brasp/random/rand_011.brasp,True,4,1,1,0,1.0,1.0,1.0,0.5,0,4,53.0
rand_011,examples/brasp/random/rand_011.brasp,True,4,1,2,0,1.0,1.0,1.0,0.5,0,4,80.2
rand_011,examples/brasp/random/rand_011.brasp,True,4,2,1,0,1.0,1.0,1.0,0.5,0,5,80.9
rand_011,examples/brasp/random/rand_011.brasp,True,4,2,2,0,1.0,1.0,1.0,0.5,0,7,102.2
rand_012,examples/brasp/random/rand_012.brasp,True,2,1,1,0,1.0,1.0,1.0,0.5,0,1,44.1
rand_012,examples/brasp/random/rand_012.brasp,True,2,1,2,0,1.0,1.0,1.0,0.5,0,1,45.2
rand_012,examples/brasp/random/rand_012.brasp,True,2,2,1,0,1.0,1.0,1.0,0.5,0,2,59.1
rand_012,examples/brasp/random/rand_012.brasp,True,2,2,2,0,1.0,1.0,1.0,0.5,0,4,76.2
rand_012,examples/brasp/random/rand_012.brasp,True,3,1,1,0,1.0,1.0,1.0,0.5,0,2,49.2
rand_012,examples/brasp/random/rand_012.brasp,True,3,1,2,0,1.0,1.0,1.0,0.5,0,3,65.8
rand_012,examples/brasp/random/rand_012.brasp,True,3,2,1,0,1.0,1.0,1.0,0.5,0,5,71.4
rand_012,examples/brasp/random/rand_012.brasp,True,3,2,2,0,1.0,1.0,1.0,0.5,0,5,105.4
rand_013,examples/brasp/random/rand_013.brasp,True,2,1,1,0,1.0,1.0,1.0,0.5,0,1,41.3
rand_013,examples/brasp/random/rand_013.brasp,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,44.8
rand_013,examples/brasp/random/rand_013.brasp,True,2,2,1,0,1.0,1.0,1.0,0.5,0,3,61.0
rand_013,examples/brasp/random/rand_013.brasp,True,2,2,2,0,1.0,1.0,1.0,0.5,0,4,69.8
rand_013,examples/brasp/random/rand_013.brasp,True,3,1,1,0,1.0,1.0,1.0,0.5,0,0,52.5
rand_013,examples/brasp/random/rand_013.brasp,True,3,1,2,0,1.0,1.0,1.0,0.5,0,3,62.9
rand_013,examples/brasp/random/rand_013.brasp,True,3,2,1,0,1.0,1.0,1.0,0.5,0,5,68.9
rand_013,examples/brasp/random/rand_013.brasp,True,3,2,2,0,1.0,1.0,1.0,0.5,0,6,102.8
rand_014,examples/brasp/random/rand_014.brasp,True,1,1,1,0,1.0,1.0,1.0,0.5,0,0,28.2
rand_014,examples/brasp/random/rand_014.brasp,True,1,1,2,0,1.0,1.0,1.0,0.5,0,1,28.3
rand_014,examples/brasp/random/rand_014.brasp,True,1,2,1,0,1.0,1.0,1.0,0.5,0,0,41.2
rand_014,examples/brasp/random/rand_014.brasp,True,1,2,2,0,1.0,1.0,1.0,0.5,0,2,50.4
rand_014,examples/brasp/random/rand_014.brasp,True,2,1,1,0,1.0,1.0,1.0,0.5,0,1,43.4
rand_014,examples/brasp/random/rand_014.brasp,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,50.6
rand_014,examples/brasp/random/rand_014.brasp,True,2,2,1,0,1.0,1.0,1.0,0.5,0,2,58.0
rand_014,examples/brasp/random/rand_014.brasp,True,2,2,2,0,1.0,1.0,1.0,0.5,0,4,82.3
rand_015,examples/brasp/random/rand_015.brasp,True,2,1,1,0,1.0,1.0,1.0,0.5,0,2,43.9
rand_015,examples/brasp/random/rand_015.brasp,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,52.4
rand_015,examples/brasp/random/rand_015.brasp,True,2,2,1,0,1.0,1.0,1.0,0.5,0,3,57.9
rand_015,examples/brasp/random/rand_015.brasp,True,2,2,2,0,1.0,1.0,1.0,0.5,0,4,78.4
rand_015,examples/brasp/random/rand_015.brasp,True,3,1,1,0,1.0,1.0,1.0,0.5,0,2,52.4
rand_015,examples/brasp/random/rand_015.brasp,True,3,1,2,0,1.0,1.0,1.0,0.5,0,3,64.6
rand_015,examples/brasp/random/rand_015.brasp,True,3,2,1,0,1.0,1.0,1.0,0.5,0,5,75.3
rand_015,examples/brasp/random/rand_015.brasp,True,3,2,2,0,1.0,1.0,1.0,0.5,0,5,101.8
rand_016,examples/brasp/random/rand_016.brasp,True,2,1,1,2,1.0,1.0,1.0,0.5,0,2,125.9
rand_016,examples/brasp/random/rand_016.brasp,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,43.2
rand_016,examples/brasp/random/rand_016.brasp,True,2,2,1,1,0.994785,0.994785,1.0,0.5,0,4,175.1
rand_016,examples/brasp/random/rand_016.brasp,True,2,2,2,0,1.0,1.0,1.0,0.5,0,4,76.1
rand_016,examples/brasp/random/rand_016.brasp,True,3,1,1,1,1.0,1.0,1.0,0.5,0,3,97.0
rand_016,examples/brasp/random/rand_016.brasp,True,3,1,2,0,1.0,1.0,1.0,0.5,0,3,61.9
rand_016,examples/brasp/random/rand_016.brasp,True,3,2,1,0,1.0,1.0,1.0,0.5,0,6,77.5
rand_016,examples/brasp/random/rand_016.brasp,True,3,2,2,0,1.0,1.0,1.0,0.5,0,6,84.9
rand_017,examples/brasp/random/rand_017.brasp,True,2,1,1,0,1.0,1.0,1.0,0.5,0,2,43.0
rand_017,examples/brasp/random/rand_017.brasp,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,48.2
rand_017,examples/brasp/random/rand_017.brasp,True,2,2,1,0,1.0,1.0,1.0,0.5,0,4,58.4
rand_017,examples/brasp/random/rand_017.brasp,True,2,2,2,0,1.0,1.0,1.0,0.5,0,3,80.0
rand_017,examples/brasp/random/rand_017.brasp,True,3,1,1,0,1.0,1.0,1.0,0.5,0,1,50.9
rand_017,examples/brasp/random/rand_017.brasp,True,3,1,2,0,1.0,1.0,1.0,0.5,0,3,58.3
rand_017,examples/brasp/random/rand_017.brasp,True,3,2,1,0,1.0,1.0,1.0,0.5,0,5,73.4
rand_017,examples/brasp/random/rand_017.brasp,True,3,2,2,0,1.0,1.0,1.0,0.5,0,6,94.6
rand_018,examples/brasp/random/rand_018.brasp,True,1,1,1,0,1.0,1.0,1.0,0.5,0,1,28.6
rand_018,examples/brasp/random/rand_018.brasp,True,1,1,2,0,1.0,1.0,1.0,0.5,0,1,30.5
rand_018,examples/brasp/random/rand_018.brasp,True,1,2,1,0,1.0,1.0,1.0,0.5,0,2,31.8
rand_018,examples/brasp/random/rand_018.brasp,True,1,2,2,0,1.0,1.0,1.0,0.5,0,2,49.2
rand_018,examples/brasp/random/rand_018.brasp,True,2,1,1,0,1.0,1.0,1.0,0.5,0,2,41.9
rand_018,examples/brasp/random/rand_018.brasp,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,49.3
rand_018,examples/brasp/random/rand_018.brasp,True,2,2,1,0,1.0,1.0,1.0,0.5,0,1,56.8
rand_018,examples/brasp/random/rand_018.brasp,True,2,2,2,0,1.0,1.0,1.0,0.5,0,4,72.2
rand_019,examples/brasp/random/rand_019.brasp,True,2,1,1,0,1.0,1.0,1.0,0.5,0,1,44.4
rand_019,examples/brasp/random/rand_019.brasp,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,47.8
rand_019,examples/brasp/random/rand_019.brasp,True,2,2,1,0,1.0,1.0,1.0,0.5,0,3,54.8
rand_019,examples/brasp/random/rand_019.brasp,True,2,2,2,0,1.0,1.0,1.0,0.5,0,4,72.2
rand_019,examples/brasp/random/rand_019.brasp,True,3,1,1,0,1.0,1.0,1.0,0.5,0,0,53.0
rand_019,examples/brasp/random/rand_019.brasp,True,3,1,2,0,1.0,1.0,1.0,0.5,0,3,66.7
rand_019,examples/brasp/random/rand_019.brasp,True,3,2,1,0,1.0,1.0,1.0,0.5,0,5,75.3
rand_019,examples/brasp/random/rand_019.brasp,True,3,2,2,0,1.0,1.0,1.0,0.5,0,6,99.4
rand_020,examples/brasp/random/rand_020.brasp,True,3,1,1,0,1.0,1.0,1.0,0.5,0,2,53.1
rand_020,examples/brasp/random/rand_020.brasp,True,3,1,2,0,1.0,1.0,1.0,0.5,0,3,55.8
rand_020,examples/brasp/random/rand_020.brasp,True,3,2,1,0,1.0,1.0,1.0,0.5,0,5,68.6
rand_020,examples/brasp/random/rand_020.brasp,True,3,2,2,0,1.0,1.0,1.0,0.5,0,6,96.8
rand_020,examples/brasp/random/rand_020.brasp,True,4,1,1,0,1.0,1.0,1.0,0.5,0,3,64.0
rand_020,examples/brasp/random/rand_020.brasp,True,4,1,2,0,1.0,1.0,1.0,0.5,0,4,75.0
rand_020,examples/brasp/random/rand_020.brasp,True,4,2,1,0,1.0,1.0,1.0,0.5,0,4,85.2
rand_020,examples/brasp/random/rand_020.brasp,True,4,2,2,0,1.0,1.0,1.0,0.5,0,6,116.8
rand_021,examples/brasp/random/rand_021.brasp,True,2,1,1,0,1.0,1.0,1.0,0.5,0,2,41.1
rand_021,examples/brasp/random/rand_021.brasp,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,52.0
rand_021,examples/brasp/random/rand_021.brasp,True,2,2,1,0,1.0,1.0,1.0,0.5,0,4,57.2
rand_021,examples/brasp/random/rand_021.brasp,True,2,2,2,0,1.0,1.0,1.0,0.5,0,4,70.0
rand_021,examples/brasp/random/rand_021.brasp,True,3,1,1,0,1.0,1.0,1.0,0.5,0,2,51.8
rand_021,examples/brasp/random/rand_021.brasp,True,3,1,2,0,1.0,1.0,1.0,0.5,0,3,55.7
rand_021,examples/brasp/random/rand_021.brasp,True,3,2,1,0,1.0,1.0,1.0,0.5,0,6,66.9
rand_021,examples/brasp/random/rand_021.brasp,True,3,2,2,0,1.0,1.0,1.0,0.5,0,5,105.9
rand_022,examples/brasp/random/rand_022.brasp,True,1,1,1,0,1.0,1.0,1.0,0.5,0,1,28.5
rand_022,examples/brasp/random/rand_022.brasp,True,1,1,2,1,1.0,1.0,1.0,0.5,0,1,53.5
rand_022,examples/brasp/random/rand_022.brasp,True,1,2,1,0,1.0,1.0,1.0,0.5,0,1,41.7
rand_022,examples/brasp/random/rand_022.brasp,True,1,2,2,0,1.0,1.0,1.0,0.5,0,1,45.5
rand_022,examples/brasp/random/rand_022.brasp,True,2,1,1,0,1.0,1.0,1.0,0.5,0,2,42.2
rand_022,examples/brasp/random/rand_022.brasp,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,51.4
rand_022,examples/brasp/random/rand_022.brasp,True,2,2,1,0,1.0,1.0,1.0,0.5,0,3,61.9
rand_022,examples/brasp/random/rand_022.brasp,True,2,2,2,0,1.0,1.0,1.0,0.5,0,3,78.4
rand_023,examples/brasp/random/rand_023.brasp,True,3,1,1,0,1.0,1.0,1.0,0.5,0,2,49.8
rand_023,examples/brasp/random/rand_023.brasp,True,3,1,2,0,1.0,1.0,1.0,0.5,0,2,57.0
rand_023,examples/brasp/random/rand_023.brasp,True,3,2,1,0,1.0,1.0,1.0,0.5,0,6,71.5
rand_023,examples/brasp/random/rand_023.brasp,True,3,2,2,0,1.0,1.0,1.0,0.5,0,6,97.5
rand_023,examples/brasp/random/rand_023.brasp,True,4,1,1,0,1.0,1.0,1.0,0.5,0,4,64.5
rand_023,examples/brasp/random/rand_023.brasp,True,4,1,2,0,1.0,1.0,1.0,0.5,0,4,80.6
rand_023,examples/brasp/random/rand_023.brasp,True,4,2,1,0,1.0,1.0,1.0,0.5,0,4,80.8
rand_023,examples/brasp/random/rand_023.brasp,True,4,2,2,0,1.0,1.0,1.0,0.5,0,7,122.7
rand_024,examples/brasp/random/rand_024.brasp,True,2,1,1,0,1.0,1.0,1.0,0.5,0,2,41.7
rand_024,examples/brasp/random/rand_024.brasp,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,40.9
rand_024,examples/brasp/random/rand_024.brasp,True,2,2,1,0,1.0,1.0,1.0,0.5,0,3,60.0
rand_024,examples/brasp/random/rand_024.brasp,True,2,2,2,0,1.0,1.0,1.0,0.5,0,4,74.8
rand_024,examples/brasp/random/rand_024.brasp,True,3,1,1,0,1.0,1.0,1.0,0.5,0,3,39.7
rand_024,examples/brasp/random/rand_024.brasp,True,3,1,2,0,1.0,1.0,1.0,0.5,0,3,63.8
rand_024,examples/brasp/random/rand_024.brasp,True,3,2,1,0,1.0,1.0,1.0,0.5,0,5,76.0
rand_024,examples/brasp/random/rand_024.brasp,True,3,2,2,0,1.0,1.0,1.0,0.5,0,6,105.5
rand_025,examples/brasp/random/rand_025.brasp,True,4,1,1,0,1.0,1.0,1.0,0.5,0,4,62.5
rand_025,examples/brasp/random/rand_025.brasp,True,4,1,2,0,1.0,1.0,1.0,0.5,0,3,72.0
rand_025,examples/brasp/random/rand_025.brasp,True,4,2,1,0,1.0,1.0,1.0,0.5,0,4,82.0
rand_025,examples/brasp/random/rand_025.brasp,True,4,2,2,0,1.0,1.0,1.0,0.5,0,7,124.8
rand_025,examples/brasp/random/rand_025.brasp,True,5,1,1,0,1.0,1.0,1.0,0.5,0,5,68.3
rand_025,examples/brasp/random/rand_025.brasp,True,5,1,2,0,1.0,1.0,1.0,0.5,0,5,89.2
rand_025,examples/brasp/random/rand_025.brasp,True,5,2,1,0,1.0,1.0,1.0,0.5,0,5,98.3
rand_025,examples/brasp/random/rand_025.brasp,True,5,2,2,0,1.0,1.0,1.0,0.5,0,10,150.0
rand_026,examples/brasp/random/rand_026.brasp,True,2,1,1,0,1.0,1.0,1.0,0.5,0,2,44.9
rand_026,examples/brasp/random/rand_026.brasp,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,48.9
rand_026,examples/brasp/random/rand_026.brasp,True,2,2,1,0,1.0,1.0,1.0,0.5,0,4,60.4
rand_026,examples/brasp/random/rand_026.brasp,True,2,2,2,0,1.0,1.0,1.0,0.5,0,3,61.6
rand_026,examples/brasp/random/rand_026.brasp,True,3,1,1,0,1.0,1.0,1.0,0.5,0,1,49.9
rand_026,examples/brasp/random/rand_026.brasp,True,3,1,2,0,1.0,1.0,1.0,0.5,0,3,50.6
rand_026,examples/brasp/random/rand_026.brasp,True,3,2,1,0,1.0,1.0,1.0,0.5,0,5,69.7
rand_026,examples/brasp/random/rand_026.brasp,True,3,2,2,0,1.0,1.0,1.0,0.5,0,6,103.7
rand_027,examples/brasp/random/rand_027.brasp,True,2,1,1,0,1.0,1.0,1.0,0.5,0,2,34.5
rand_027,examples/brasp/random/rand_027.brasp,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,49.7
rand_027,examples/brasp/random/rand_027.brasp,True,2,2,1,0,0.936115,0.936115,0.9975,0.5,0,4,173.4
rand_027,examples/brasp/random/rand_027.brasp,True,2,2,2,0,1.0,1.0,1.0,0.5,0,4,77.0
rand_027,examples/brasp/random/rand_027.brasp,True,3,1,1,0,1.0,1.0,1.0,0.5,0,3,52.2
rand_027,examples/brasp/random/rand_027.brasp,True,3,1,2,0,1.0,1.0,1.0,0.5,0,3,62.0
rand_027,examples/brasp/random/rand_027.brasp,True,3,2,1,0,1.0,1.0,1.0,0.5,0,6,70.8
rand_027,examples/brasp/random/rand_027.brasp,True,3,2,2,0,1.0,1.0,1.0,0.5,0,6,94.0
rand_028,examples/brasp/random/rand_028.brasp,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,48.2
rand_028,examples/brasp/random/rand_028.brasp,True,2,2,1,0,1.0,1.0,1.0,0.5,0,3,57.8
rand_028,examples/brasp/random/rand_028.brasp,True,2,2,2,0,1.0,1.0,1.0,0.5,0,3,74.4
rand_028,examples/brasp/random/rand_028.brasp,True,3,1,1,0,1.0,1.0,1.0,0.5,0,3,49.2
rand_028,examples/brasp/random/rand_028.brasp,True,3,1,2,0,1.0,1.0,1.0,0.5,0,3,65.5
rand_028,examples/brasp/random/rand_028.brasp,True,3,2,1,0,1.0,1.0,1.0,0.5,0,6,69.9
rand_028,examples/brasp/random/rand_028.brasp,True,3,2,2,0,1.0,1.0,1.0,0.5,0,6,96.9
rand_029,examples/brasp/random/rand_029.brasp,True,3,1,1,0,1.0,1.0,1.0,0.5,0,3,49.7
rand_029,examples/brasp/random/rand_029.brasp,True,3,1,2,1,1.0,1.0,1.0,0.5,0,3,118.5
rand_029,examples/brasp/random/rand_029.brasp,True,3,2,1,0,1.0,1.0,1.0,0.5,0,6,71.4
rand_029,examples/brasp/random/rand_029.brasp,True,3,2,2,0,1.0,1.0,1.0,0.5,0,6,96.0
rand_029,examples/brasp/random/rand_029.brasp,True,4,1,1,1,1.0,1.0,1.0,0.5,0,4,119.9
rand_029,examples/brasp/random/rand_029.brasp,True,4,1,2,0,1.0,1.0,1.0,0.5,0,4,82.2
rand_029,examples/brasp/random/rand_029.brasp,True,4,2,1,1,0.968037,0.968037,1.0,0.5,0,7,245.9
rand_029,examples/brasp/random/rand_029.brasp,True,4,2,2,0,1.0,1.0,1.0,0.5,0,7,110.0
rand_030,examples/brasp/random/rand_030.brasp,True,2,1,1,0,1.0,1.0,1.0,0.5,0,1,41.6
rand_030,examples/brasp/random/rand_030.brasp,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,46.7
rand_030,examples/brasp/random/rand_030.brasp,True,2,2,1,0,1.0,1.0,1.0,0.5,0,1,62.4
rand_030,examples/brasp/random/rand_030.brasp,True,2,2,2,0,1.0,1.0,1.0,0.5,0,4,77.1
