task,source,star_free,layers,heads,terms,best_seed,model_hard_accuracy,train_accuracy,test_accuracy,test_positive_rate,disagreements,attention_ops,seconds
rand_011,examples/brasp/random_deep/rand_011.brasp,True,7,1,2,2,1.0,1.0,1.0,0.5,0,6,318.0
rand_011,examples/brasp/random_deep/rand_011.brasp,True,7,2,1,1,0.791096,0.791096,0.573,0.5,0,11,381.3
rand_011,examples/brasp/random_deep/rand_011.brasp,True,7,2,2,2,1.0,1.0,1.0,0.5,0,10,498.4
rand_012,examples/brasp/random_deep/rand_012.brasp,True,5,1,1,1,1.0,1.0,1.0,0.5,0,5,131.1
rand_012,examples/brasp/random_deep/rand_012.brasp,True,5,1,2,0,1.0,1.0,1.0,0.5,0,5,89.8
rand_012,examples/brasp/random_deep/rand_012.brasp,True,5,2,1,1,1.0,1.0,1.0,0.5,0,8,163.4
rand_012,examples/brasp/random_deep/rand_012.brasp,True,5,2,2,0,1.0,1.0,1.0,0.5,0,7,132.5
rand_012,examples/brasp/random_deep/rand_012.brasp,True,6,1,1,1,1.0,1.0,1.0,0.5,0,6,130.3
rand_012,examples/brasp/random_deep/rand_012.brasp,True,6,1,2,0,1.0,1.0,1.0,0.5,0,6,94.0
rand_012,examples/brasp/random_deep/rand_012.brasp,True,6,2,1,0,1.0,1.0,1.0,0.5,0,9,112.0
rand_012,examples/brasp/random_deep/rand_012.brasp,True,6,2,2,0,1.0,1.0,1.0,0.5,0,8,147.2
rand_013,examples/brasp/random_deep/rand_013.brasp,True,8,1,1,0,1.0,1.0,1.0,0.5,0,5,81.7
rand_013,examples/brasp/random_deep/rand_013.brasp,True,8,1,2,0,1.0,1.0,1.0,0.5,0,8,109.4
rand_013,examples/brasp/random_deep/rand_013.brasp,True,8,2,1,1,1.0,1.0,1.0,0.5,0,6,268.3
rand_013,examples/brasp/random_deep/rand_013.brasp,True,8,2,2,0,1.0,1.0,1.0,0.5,0,8,185.3
rand_013,examples/brasp/random_deep/rand_013.brasp,True,9,1,1,0,1.0,1.0,1.0,0.5,0,6,96.7
rand_013,examples/brasp/random_deep/rand_013.brasp,True,9,1,2,0,1.0,1.0,1.0,0.5,0,8,142.2
rand_013,examples/brasp/random_deep/rand_013.brasp,True,9,2,1,0,1.0,1.0,1.0,0.5,0,6,163.3
rand_013,examples/brasp/random_deep/rand_013.brasp,True,9,2,2,0,1.0,1.0,1.0,0.5,0,11,222.2
rand_014,examples/brasp/random_deep/rand_014.brasp,True,6,1,1,0,1.0,1.0,1.0,0.5,0,6,72.0
rand_014,examples/brasp/random_deep/rand_014.brasp,True,6,1,2,0,1.0,1.0,1.0,0.5,0,6,93.7
rand_014,examples/brasp/random_deep/rand_014.brasp,True,6,2,1,0,1.0,1.0,1.0,0.5,0,9,111.1
rand_014,examples/brasp/random_deep/rand_014.brasp,True,6,2,2,0,1.0,1.0,1.0,0.5,0,10,152.7
rand_014,examples/brasp/random_deep/rand_014.brasp,True,7,1,1,0,1.0,1.0,1.0,0.5,0,5,81.6
rand_014,examples/brasp/random_deep/rand_014.brasp,True,7,1,2,0,1.0,1.0,1.0,0.5,0,7,113.0
rand_014,examples/brasp/random_deep/rand_014.brasp,True,7,2,1,0,1.0,1.0,1.0,0.5,0,4,122.8
rand_014,examples/brasp/random_deep/rand_014.brasp,True,7,2,2,0,1.0,1.0,1.0,0.5,0,9,157.3
rand_015,examples/brasp/random_deep/rand_015.brasp,True,6,1,1,0,1.0,1.0,1.0,0.5,0,6,73.1
rand_015,examples/brasp/random_deep/rand_015.brasp,True,6,1,2,0,1.0,1.0,1.0,0.5,0,5,103.3
rand_015,examples/brasp/random_deep/rand_015.brasp,True,6,2,1,1,0.977169,0.977169,0.9545,0.5,0,6,339.5
rand_015,examples/brasp/random_deep/rand_015.brasp,True,6,2,2,0,1.0,1.0,1.0,0.5,0,7,156.5
rand_015,examples/brasp/random_deep/rand_015.brasp,True,7,1,1,0,0.946347,0.946347,0.908,0.5,0,4,232.3
rand_015,examples/brasp/random_deep/rand_015.brasp,True,7,1,2,2,1.0,1.0,1.0,0.5,0,6,313.3
rand_015,examples/brasp/random_deep/rand_015.brasp,True,7,2,1,1,0.892694,0.892694,0.868,0.5,0,11,464.4
rand_015,examples/brasp/random_deep/rand_015.brasp,True,7,2,2,2,0.98516,0.98516,0.9825,0.5,0,9,490.5
rand_016,examples/brasp/random_deep/rand_016.brasp,True,5,1,1,0,1.0,1.0,1.0,0.5,0,5,65.5
rand_016,examples/brasp/random_deep/rand_016.brasp,True,5,1,2,0,1.0,1.0,1.0,0.5,0,5,88.1
rand_016,examples/brasp/random_deep/rand_016.brasp,True,5,2,1,0,1.0,1.0,1.0,0.5,0,5,94.5
rand_016,examples/brasp/random_deep/rand_016.brasp,True,5,2,2,0,1.0,1.0,1.0,0.5,0,10,148.8
rand_016,examples/brasp/random_deep/rand_016.brasp,True,6,1,1,0,1.0,1.0,1.0,0.5,0,6,78.2
rand_016,examples/brasp/random_deep/rand_016.brasp,True,6,1,2,0,1.0,1.0,1.0,0.5,0,6,105.6
rand_016,examples/brasp/random_deep/rand_016.brasp,True,6,2,1,0,1.0,1.0,1.0,0.5,0,7,112.6
rand_016,examples/brasp/random_deep/rand_016.brasp,True,6,2,2,0,1.0,1.0,1.0,0.5,0,8,162.8
rand_017,examples/brasp/random_deep/rand_017.brasp,True,5,1,1,1,0.931507,0.931507,0.908,0.5,0,5,194.3
rand_017,examples/brasp/random_deep/rand_017.brasp,True,5,1,2,2,0.931507,0.931507,0.908,0.5,0,5,276.3
rand_017,examples/brasp/random_deep/rand_017.brasp,True,5,2,1,2,0.795662,0.795662,0.818,0.5,0,5,254.6
rand_017,examples/brasp/random_deep/rand_017.brasp,True,5,2,2,0,0.855023,0.855023,0.6075,0.5,0,9,399.5
rand_017,examples/brasp/random_deep/rand_017.brasp,True,6,1,1,0,0.893836,0.893836,0.6355,0.5,0,6,211.3
rand_017,examples/brasp/random_deep/rand_017.brasp,True,6,1,2,2,0.958904,0.958904,0.9095,0.5,0,6,325.4
rand_017,examples/brasp/random_deep/rand_017.brasp,True,6,2,1,1,0.808219,0.808219,0.606,0.5,0,6,335.6
rand_017,examples/brasp/random_deep/rand_017.brasp,True,6,2,2,0,0.930365,0.930365,0.998,0.5,0,8,468.0
rand_018,examples/brasp/random_deep/rand_018.brasp,True,5,1,1,1,1.0,1.0,1.0,0.5,0,5,131.2
rand_018,examples/brasp/random_deep/rand_018.brasp,True,5,1,2,0,1.0,1.0,1.0,0.5,0,5,86.6
rand_018,examples/brasp/random_deep/rand_018.brasp,True,5,2,1,1,1.0,1.0,1.0,0.5,0,6,194.7
rand_018,examples/brasp/random_deep/rand_018.brasp,True,5,2,2,0,1.0,1.0,1.0,0.5,0,7,138.2
rand_018,examples/brasp/random_deep/rand_018.brasp,True,6,1,1,0,1.0,1.0,1.0,0.5,0,6,76.1
rand_018,examples/brasp/random_deep/rand_018.brasp,True,6,1,2,0,1.0,1.0,1.0,0.5,0,6,100.1
rand_018,examples/brasp/random_deep/rand_018.brasp,True,6,2,1,1,1.0,1.0,1.0,0.5,0,7,225.3
rand_018,examples/brasp/random_deep/rand_018.brasp,True,6,2,2,0,1.0,1.0,1.0,0.5,0,5,162.7
rand_019,examples/brasp/random_deep/rand_019.brasp,True,5,1,1,0,1.0,1.0,1.0,0.5,0,5,64.6
rand_019,examples/brasp/random_deep/rand_019.brasp,True,5,1,2,0,1.0,1.0,1.0,0.5,0,5,86.8
rand_019,examples/brasp/random_deep/rand_019.brasp,True,5,2,1,0,1.0,1.0,1.0,0.5,0,8,94.6
rand_019,examples/brasp/random_deep/rand_019.brasp,True,5,2,2,0,1.0,1.0,1.0,0.5,0,7,139.3
rand_019,examples/brasp/random_deep/rand_019.brasp,True,6,1,1,0,1.0,1.0,1.0,0.5,0,6,73.3
rand_019,examples/brasp/random_deep/rand_019.brasp,True,6,1,2,0,1.0,1.0,1.0,0.5,0,6,103.0
rand_019,examples/brasp/random_deep/rand_019.brasp,True,6,2,1,0,1.0,1.0,1.0,0.5,0,9,111.8
rand_019,examples/brasp/random_deep/rand_019.brasp,True,6,2,2,0,1.0,1.0,1.0,0.5,0,8,160.6
rand_020,examples/brasp/random_deep/rand_020.brasp,True,6,1,1,0,0.975228,0.975228,1.0,0.5,0,5,217.8
rand_020,examples/brasp/random_deep/rand_020.brasp,True,6,1,2,0,1.0,1.0,1.0,0.5,0,5,105.0
rand_020,examples/brasp/random_deep/rand_020.brasp,True,6,2,1,0,0.975228,0.975228,1.0,0.5,0,7,311.5
rand_020,examples/brasp/random_deep/rand_020.brasp,True,6,2,2,0,1.0,1.0,1.0,0.5,0,8,157.4
rand_020,examples/brasp/random_deep/rand_020.brasp,True,7,1,1,2,1.0,1.0,1.0,0.5,0,7,237.8
rand_020,examples/brasp/random_deep/rand_020.brasp,True,7,1,2,0,1.0,1.0,1.0,0.5,0,7,115.6
rand_020,examples/brasp/random_deep/rand_020.brasp,True,7,2,1,0,1.0,1.0,1.0,0.5,0,9,123.4
rand_020,examples/brasp/random_deep/rand_020.brasp,True,7,2,2,0,1.0,1.0,1.0,0.5,0,9,175.3
rand_021,examples/brasp/random_deep/rand_021.brasp,True,5,1,1,0,0.835616,0.835616,0.863,0.5,0,4,192.6
rand_021,examples/brasp/random_deep/rand_021.brasp,True,5,1,2,0,0.988584,0.988584,0.995,0.5,0,5,272.6
rand_021,examples/brasp/random_deep/rand_021.brasp,True,5,2,1,0,0.97032,0.97032,0.985,0.5,0,7,300.9
rand_021,examples/brasp/random_deep/rand_021.brasp,True,5,2,2,2,0.986301,0.986301,0.978,0.5,0,7,360.6
rand_021,examples/brasp/random_deep/rand_021.brasp,True,6,1,1,0,0.942922,0.942922,0.933,0.5,0,5,205.5
rand_021,examples/brasp/random_deep/rand_021.brasp,True,6,1,2,2,0.987443,0.987443,0.9815,0.5,0,6,314.2
rand_021,examples/brasp/random_deep/rand_021.brasp,True,6,2,1,1,0.916667,0.916667,0.923,0.5,0,7,341.6
rand_021,examples/brasp/random_deep/rand_021.brasp,True,6,2,2,0,0.998858,0.998858,0.995,0.5,0,11,451.5
rand_022,examples/brasp/random_deep/rand_022.brasp,True,5,1,1,0,1.0,1.0,1.0,0.5,0,5,66.7
rand_022,examples/brasp/random_deep/rand_022.brasp,True,5,1,2,0,0.922374,0.922374,0.9975,0.5,0,5,250.7
rand_022,examples/brasp/random_deep/rand_022.brasp,True,5,2,1,1,1.0,1.0,1.0,0.5,0,6,197.1
rand_022,examples/brasp/random_deep/rand_022.brasp,True,5,2,2,0,1.0,1.0,1.0,0.5,0,7,136.2
rand_022,examples/brasp/random_deep/rand_022.brasp,True,6,1,1,1,1.0,1.0,1.0,0.5,0,6,170.2
rand_022,examples/brasp/random_deep/rand_022.brasp,True,6,1,2,1,1.0,1.0,1.0,0.5,0,6,204.5
rand_022,examples/brasp/random_deep/rand_022.brasp,True,6,2,1,1,0.922374,0.922374,0.9975,0.5,0,7,340.8
rand_022,examples/brasp/random_deep/rand_022.brasp,True,6,2,2,0,1.0,1.0,1.0,0.5,0,5,159.3
rand_023,examples/brasp/random_deep/rand_023.brasp,True,5,1,1,1,0.929596,0.929596,1.0,0.5,0,5,184.2
rand_023,examples/brasp/random_deep/rand_023.brasp,True,5,1,2,0,1.0,1.0,1.0,0.5,0,4,81.9
rand_023,examples/brasp/random_deep/rand_023.brasp,True,5,2,1,2,0.929596,0.929596,1.0,0.5,0,7,275.4
rand_023,examples/brasp/random_deep/rand_023.brasp,True,5,2,2,0,1.0,1.0,1.0,0.5,0,7,137.6
rand_023,examples/brasp/random_deep/rand_023.brasp,True,6,1,1,1,1.0,1.0,1.0,0.5,0,6,142.9
rand_023,examples/brasp/random_deep/rand_023.brasp,True,6,1,2,1,1.0,1.0,1.0,0.5,0,6,178.7
rand_023,examples/brasp/random_deep/rand_023.brasp,True,6,2,1,0,0.869622,0.869622,0.9945,0.5,0,9,340.0
rand_023,examples/brasp/random_deep/rand_023.brasp,True,6,2,2,0,1.0,1.0,1.0,0.5,0,9,147.7
rand_024,examples/brasp/random_deep/rand_024.brasp,True,2,1,1,0,1.0,1.0,1.0,0.0,0,2,44.9
rand_024,examples/brasp/random_deep/rand_024.brasp,True,2,1,2,0,1.0,1.0,1.0,0.0,0,2,44.7
rand_024,examples/brasp/random_deep/rand_024.brasp,True,2,2,1,0,1.0,1.0,1.0,0.0,0,4,52.1
rand_024,examples/brasp/random_deep/rand_024.brasp,True,2,2,2,0,1.0,1.0,1.0,0.0,0,4,67.5
rand_024,examples/brasp/random_deep/rand_024.brasp,True,3,1,1,0,1.0,1.0,1.0,0.0,0,3,53.7
rand_024,examples/brasp/random_deep/rand_024.brasp,True,3,1,2,0,1.0,1.0,1.0,0.0,0,3,62.1
rand_024,examples/brasp/random_deep/rand_024.brasp,True,3,2,1,0,1.0,1.0,1.0,0.0,0,6,73.0
rand_024,examples/brasp/random_deep/rand_024.brasp,True,3,2,2,0,1.0,1.0,1.0,0.0,0,6,79.8
rand_025,examples/brasp/random_deep/rand_025.brasp,True,1,1,1,0,1.0,1.0,1.0,0.0,0,1,29.1
rand_025,examples/brasp/random_deep/rand_025.brasp,True,1,1,2,0,1.0,1.0,1.0,0.0,0,1,27.7
rand_025,examples/brasp/random_deep/rand_025.brasp,True,1,2,1,0,1.0,1.0,1.0,0.0,0,2,37.8
rand_025,examples/brasp/random_deep/rand_025.brasp,True,1,2,2,0,1.0,1.0,1.0,0.0,0,2,40.3
rand_025,examples/brasp/random_deep/rand_025.brasp,True,2,1,1,0,1.0,1.0,1.0,0.0,0,2,45.2
rand_025,examples/brasp/random_deep/rand_025.brasp,True,2,1,2,0,1.0,1.0,1.0,0.0,0,2,40.5
rand_025,examples/brasp/random_deep/rand_025.brasp,True,2,2,1,0,1.0,1.0,1.0,0.0,0,4,58.2
rand_025,examples/brasp/random_deep/rand_025.brasp,True,2,2,2,0,1.0,1.0,1.0,0.0,0,4,63.5
rand_026,examples/brasp/random_deep/rand_026.brasp,True,3,1,1,0,1.0,1.0,1.0,0.0,0,3,49.5
rand_026,examples/brasp/random_deep/rand_026.brasp,True,3,1,2,0,1.0,1.0,1.0,0.0,0,3,48.8
rand_026,examples/brasp/random_deep/rand_026.brasp,True,3,2,1,0,1.0,1.0,1.0,0.0,0,6,70.0
rand_026,examples/brasp/random_deep/rand_026.brasp,True,3,2,2,0,1.0,1.0,1.0,0.0,0,6,84.9
rand_026,examples/brasp/random_deep/rand_026.brasp,True,4,1,1,0,1.0,1.0,1.0,0.0,0,4,63.5
rand_026,examples/brasp/random_deep/rand_026.brasp,True,4,1,2,0,1.0,1.0,1.0,0.0,0,4,69.9
rand_026,examples/brasp/random_deep/rand_026.brasp,True,4,2,1,0,1.0,1.0,1.0,0.0,0,8,81.1
rand_026,examples/brasp/random_deep/rand_026.brasp,True,4,2,2,0,1.0,1.0,1.0,0.0,0,8,96.4
rand_027,examples/brasp/random_deep/rand_027.brasp,True,2,1,1,0,1.0,1.0,1.0,0.0,0,2,38.4
rand_027,examples/brasp/random_deep/rand_027.brasp,True,2,1,2,0,1.0,1.0,1.0,0.0,0,2,46.4
rand_027,examples/brasp/random_deep/rand_027.brasp,True,2,2,1,0,1.0,1.0,1.0,0.0,0,4,59.6
rand_027,examples/brasp/random_deep/rand_027.brasp,True,2,2,2,0,1.0,1.0,1.0,0.0,0,4,62.5
rand_027,examples/brasp/random_deep/rand_027.brasp,True,3,1,1,0,1.0,1.0,1.0,0.0,0,3,48.7
rand_027,examples/brasp/random_deep/rand_027.brasp,True,3,1,2,0,1.0,1.0,1.0,0.0,0,3,51.8
rand_027,examples/brasp/random_deep/rand_027.brasp,True,3,2,1,0,1.0,1.0,1.0,0.0,0,6,89.6
rand_027,examples/brasp/random_deep/rand_027.brasp,True,3,2,2,0,1.0,1.0,1.0,0.0,0,6,78.4
