task,source,star_free,layers,heads,terms,best_seed,model_hard_accuracy,train_accuracy,test_accuracy,test_positive_rate,disagreements,attention_ops,seconds
rand_002,examples/brasp/random_deeper/rand_002.brasp,True,11,1,1,2,1.0,1.0,1.0,0.5,0,9,269.1
rand_002,examples/brasp/random_deeper/rand_002.brasp,True,11,1,2,0,1.0,1.0,1.0,0.5,0,8,101.0
rand_002,examples/brasp/random_deeper/rand_002.brasp,True,11,2,1,0,0.976027,0.976027,0.985,0.5,0,15,392.1
rand_002,examples/brasp/random_deeper/rand_002.brasp,True,11,2,2,1,0.976027,0.976027,0.985,0.5,0,6,485.7
rand_002,examples/brasp/random_deeper/rand_002.brasp,True,12,1,1,0,0.971461,0.971461,0.987,0.5,0,6,354.4
rand_002,examples/brasp/random_deeper/rand_002.brasp,True,12,1,2,0,1.0,1.0,1.0,0.5,0,10,104.3
rand_002,examples/brasp/random_deeper/rand_002.brasp,True,12,2,1,2,0.942922,0.942922,0.9615,0.5,0,6,431.4
rand_002,examples/brasp/random_deeper/rand_002.brasp,True,12,2,2,0,0.990868,0.990868,0.9695,0.5,0,21,552.2
rand_003,examples/brasp/random_deeper/rand_003.brasp,True,9,1,1,0,0.955671,0.955671,0.942,0.5,0,7,277.4
rand_003,examples/brasp/random_deeper/rand_003.brasp,True,9,1,2,1,1.0,1.0,1.0,0.5,0,9,294.5
rand_003,examples/brasp/random_deeper/rand_003.brasp,True,9,2,1,2,0.773142,0.773142,0.787,0.5,0,2,314.2
rand_003,examples/brasp/random_deeper/rand_003.brasp,True,9,2,2,0,1.0,1.0,1.0,0.5,0,13,297.8
rand_003,examples/brasp/random_deeper/rand_003.brasp,True,10,1,1,1,1.0,1.0,1.0,0.5,0,8,147.1
rand_003,examples/brasp/random_deeper/rand_003.brasp,True,10,1,2,1,1.0,1.0,1.0,0.5,0,9,395.2
rand_003,examples/brasp/random_deeper/rand_003.brasp,True,10,2,1,1,0.955671,0.955671,0.942,0.5,0,8,468.7
rand_003,examples/brasp/random_deeper/rand_003.brasp,True,10,2,2,2,1.0,1.0,1.0,0.5,0,11,440.0
rand_004,examples/brasp/random_deeper/rand_004.brasp,True,9,1,1,0,1.0,1.0,1.0,0.5,0,6,110.8
rand_004,examples/brasp/random_deeper/rand_004.brasp,True,9,1,2,0,1.0,1.0,1.0,0.5,0,7,195.3
rand_004,examples/brasp/random_deeper/rand_004.brasp,True,9,2,1,0,1.0,1.0,1.0,0.5,0,14,269.3
rand_004,examples/brasp/random_deeper/rand_004.brasp,True,9,2,2,0,1.0,1.0,1.0,0.5,0,14,284.8
rand_004,examples/brasp/random_deeper/rand_004.brasp,True,10,1,1,0,1.0,1.0,1.0,0.5,0,8,142.5
rand_004,examples/brasp/random_deeper/rand_004.brasp,True,10,1,2,0,1.0,1.0,1.0,0.5,0,9,186.8
rand_004,examples/brasp/random_deeper/rand_004.brasp,True,10,2,1,0,1.0,1.0,1.0,0.5,0,5,261.9
rand_004,examples/brasp/random_deeper/rand_004.brasp,True,10,2,2,0,1.0,1.0,1.0,0.5,0,7,200.7
rand_005,examples/brasp/random_deeper/rand_005.brasp,True,12,1,1,1,0.925684,0.925684,0.886,0.5,0,6,248.7
rand_005,examples/brasp/random_deeper/rand_005.brasp,True,12,1,2,2,0.947849,0.947849,0.928,0.5,0,11,750.5
rand_005,examples/brasp/random_deeper/rand_005.brasp,True,12,2,1,0,0.908735,0.908735,0.886,0.5,0,12,588.6
rand_005,examples/brasp/random_deeper/rand_005.brasp,True,12,2,2,0,0.925684,0.925684,0.886,0.5,0,7,1096.8
rand_005,examples/brasp/random_deeper/rand_005.brasp,True,13,1,1,1,0.925684,0.925684,0.886,0.5,0,7,661.6
rand_005,examples/brasp/random_deeper/rand_005.brasp,True,13,1,2,2,0.959583,0.959583,0.9165,0.5,0,7,344.5
rand_005,examples/brasp/random_deeper/rand_005.brasp,True,13,2,1,0,0.916558,0.916558,0.886,0.5,0,4,1009.7
rand_005,examples/brasp/random_deeper/rand_005.brasp,True,13,2,2,0,0.990874,0.990874,1.0,0.5,0,9,867.0
rand_006,examples/brasp/random_deeper/rand_006.brasp,True,9,1,1,0,0.925684,0.925684,0.9935,0.5,0,7,428.4
rand_006,examples/brasp/random_deeper/rand_006.brasp,True,9,1,2,1,1.0,1.0,1.0,0.5,0,7,167.8
rand_006,examples/brasp/random_deeper/rand_006.brasp,True,9,2,1,0,0.873533,0.873533,0.927,0.5,0,16,357.9
rand_006,examples/brasp/random_deeper/rand_006.brasp,True,9,2,2,0,0.924381,0.924381,0.5205,0.5,0,14,924.0
rand_006,examples/brasp/random_deeper/rand_006.brasp,True,10,1,1,2,0.946545,0.946545,0.9945,0.5,0,9,531.7
rand_006,examples/brasp/random_deeper/rand_006.brasp,True,10,1,2,1,0.946545,0.946545,0.9975,0.5,0,8,474.6
rand_006,examples/brasp/random_deeper/rand_006.brasp,True,10,2,1,1,0.910039,0.910039,0.9295,0.5,0,9,836.0
rand_006,examples/brasp/random_deeper/rand_006.brasp,True,10,2,2,2,0.924381,0.924381,0.9295,0.5,0,10,1071.8
rand_007,examples/brasp/random_deeper/rand_007.brasp,True,9,1,1,0,1.0,1.0,1.0,0.5,0,6,57.1
rand_007,examples/brasp/random_deeper/rand_007.brasp,True,9,1,2,0,1.0,1.0,1.0,0.5,0,7,185.2
rand_007,examples/brasp/random_deeper/rand_007.brasp,True,9,2,1,0,1.0,1.0,1.0,0.5,0,16,243.1
rand_007,examples/brasp/random_deeper/rand_007.brasp,True,9,2,2,0,1.0,1.0,1.0,0.5,0,11,135.7
rand_007,examples/brasp/random_deeper/rand_007.brasp,True,10,1,1,1,1.0,1.0,1.0,0.5,0,8,230.6
rand_007,examples/brasp/random_deeper/rand_007.brasp,True,10,1,2,0,1.0,1.0,1.0,0.5,0,7,68.9
rand_007,examples/brasp/random_deeper/rand_007.brasp,True,10,2,1,0,1.0,1.0,1.0,0.5,0,7,125.4
rand_007,examples/brasp/random_deeper/rand_007.brasp,True,10,2,2,0,1.0,1.0,1.0,0.5,0,7,156.2
rand_008,examples/brasp/random_deeper/rand_008.brasp,True,9,1,1,0,1.0,1.0,1.0,0.5,0,6,159.0
rand_008,examples/brasp/random_deeper/rand_008.brasp,True,9,1,2,0,1.0,1.0,1.0,0.5,0,7,130.8
rand_008,examples/brasp/random_deeper/rand_008.brasp,True,9,2,1,0,0.993481,0.993481,1.0,0.5,0,15,715.5
rand_008,examples/brasp/random_deeper/rand_008.brasp,True,9,2,2,2,1.0,1.0,1.0,0.5,0,10,380.4
rand_008,examples/brasp/random_deeper/rand_008.brasp,True,10,1,1,2,1.0,1.0,1.0,0.5,0,4,518.0
rand_008,examples/brasp/random_deeper/rand_008.brasp,True,10,1,2,0,1.0,1.0,1.0,0.5,0,7,101.6
rand_008,examples/brasp/random_deeper/rand_008.brasp,True,10,2,1,0,0.993481,0.993481,1.0,0.5,0,10,505.0
rand_008,examples/brasp/random_deeper/rand_008.brasp,True,10,2,2,0,1.0,1.0,1.0,0.5,0,10,132.5
rand_009,examples/brasp/random_deeper/rand_009.brasp,True,11,1,1,0,1.0,1.0,1.0,0.5,0,4,151.0
rand_009,examples/brasp/random_deeper/rand_009.brasp,True,11,1,2,0,1.0,1.0,1.0,0.5,0,8,86.7
rand_009,examples/brasp/random_deeper/rand_009.brasp,True,11,2,1,2,1.0,1.0,1.0,0.5,0,5,402.5
rand_009,examples/brasp/random_deeper/rand_009.brasp,True,11,2,2,0,1.0,1.0,1.0,0.5,0,11,180.5
rand_009,examples/brasp/random_deeper/rand_009.brasp,True,12,1,1,0,1.0,1.0,1.0,0.5,0,6,197.4
rand_009,examples/brasp/random_deeper/rand_009.brasp,True,12,1,2,0,1.0,1.0,1.0,0.5,0,10,236.8
rand_009,examples/brasp/random_deeper/rand_009.brasp,True,12,2,1,0,1.0,1.0,1.0,0.5,0,15,308.9
rand_009,examples/brasp/random_deeper/rand_009.brasp,True,12,2,2,0,1.0,1.0,1.0,0.5,0,13,246.0
rand_010,examples/brasp/random_deeper/rand_010.brasp,True,11,1,1,0,1.0,1.0,1.0,0.5,0,6,116.1
rand_010,examples/brasp/random_deeper/rand_010.brasp,True,11,1,2,0,1.0,1.0,1.0,0.5,0,10,225.5
rand_010,examples/brasp/random_deeper/rand_010.brasp,True,11,2,1,0,1.0,1.0,1.0,0.5,0,7,178.8
rand_010,examples/brasp/random_deeper/rand_010.brasp,True,11,2,2,0,1.0,1.0,1.0,0.5,0,17,172.7
rand_010,examples/brasp/random_deeper/rand_010.brasp,True,12,1,1,0,1.0,1.0,1.0,0.5,0,6,60.7
rand_010,examples/brasp/random_deeper/rand_010.brasp,True,12,1,2,0,1.0,1.0,1.0,0.5,0,8,107.9
rand_010,examples/brasp/random_deeper/rand_010.brasp,True,12,2,1,0,1.0,1.0,1.0,0.5,0,12,313.8
rand_010,examples/brasp/random_deeper/rand_010.brasp,True,12,2,2,0,1.0,1.0,1.0,0.5,0,15,366.0
rand_011,examples/brasp/random_deeper/rand_011.brasp,True,9,1,1,1,0.969178,0.969178,0.9885,0.5,0,7,435.8
rand_011,examples/brasp/random_deeper/rand_011.brasp,True,9,1,2,0,1.0,1.0,1.0,0.5,0,9,90.4
rand_011,examples/brasp/random_deeper/rand_011.brasp,True,9,2,1,1,0.921233,0.921233,0.9225,0.5,0,11,343.2
rand_011,examples/brasp/random_deeper/rand_011.brasp,True,9,2,2,0,1.0,1.0,1.0,0.5,0,9,187.0
rand_011,examples/brasp/random_deeper/rand_011.brasp,True,10,1,1,2,0.976027,0.976027,0.989,0.5,0,7,414.1
rand_011,examples/brasp/random_deeper/rand_011.brasp,True,10,1,2,2,1.0,1.0,1.0,0.5,0,9,569.7
rand_011,examples/brasp/random_deeper/rand_011.brasp,True,10,2,1,2,0.976027,0.976027,0.989,0.5,0,6,789.3
rand_011,examples/brasp/random_deeper/rand_011.brasp,True,10,2,2,2,1.0,1.0,1.0,0.5,0,17,490.8
rand_012,examples/brasp/random_deeper/rand_012.brasp,True,10,1,1,2,1.0,1.0,1.0,0.5,0,7,218.0
rand_012,examples/brasp/random_deeper/rand_012.brasp,True,10,1,2,0,1.0,1.0,1.0,0.5,0,5,91.4
rand_012,examples/brasp/random_deeper/rand_012.brasp,True,10,2,1,0,1.0,1.0,1.0,0.5,0,17,186.2
rand_012,examples/brasp/random_deeper/rand_012.brasp,True,10,2,2,0,1.0,1.0,1.0,0.5,0,7,367.3
rand_012,examples/brasp/random_deeper/rand_012.brasp,True,11,1,1,1,1.0,1.0,1.0,0.5,0,5,213.9
rand_012,examples/brasp/random_deeper/rand_012.brasp,True,11,1,2,0,1.0,1.0,1.0,0.5,0,8,158.6
rand_012,examples/brasp/random_deeper/rand_012.brasp,True,11,2,1,1,0.947489,0.947489,0.999,0.5,0,5,1022.3
rand_012,examples/brasp/random_deeper/rand_012.brasp,True,11,2,2,0,1.0,1.0,1.0,0.5,0,11,163.3
rand_013,examples/brasp/random_deeper/rand_013.brasp,True,9,1,1,1,0.980594,0.980594,0.925,0.5,0,7,498.2
rand_013,examples/brasp/random_deeper/rand_013.brasp,True,9,1,2,1,1.0,1.0,1.0,0.5,0,6,187.7
rand_013,examples/brasp/random_deeper/rand_013.brasp,True,9,2,1,1,1.0,1.0,1.0,0.5,0,11,530.0
rand_013,examples/brasp/random_deeper/rand_013.brasp,True,9,2,2,1,0.824201,0.824201,0.862,0.5,0,7,552.6
rand_013,examples/brasp/random_deeper/rand_013.brasp,True,10,1,1,2,0.907534,0.907534,0.9085,0.5,0,7,435.0
rand_013,examples/brasp/random_deeper/rand_013.brasp,True,10,1,2,1,1.0,1.0,0.999,0.5,0,10,164.0
rand_013,examples/brasp/random_deeper/rand_013.brasp,True,10,2,1,0,0.85274,0.85274,0.9065,0.5,0,17,338.2
rand_014,examples/brasp/random_deeper/rand_014.brasp,True,9,1,1,2,0.888128,0.888128,0.9565,0.5,0,7,312.4
rand_014,examples/brasp/random_deeper/rand_014.brasp,True,9,1,2,1,0.979452,0.979452,0.9995,0.5,0,7,424.2
rand_014,examples/brasp/random_deeper/rand_014.brasp,True,9,2,1,1,0.973744,0.973744,0.999,0.5,0,11,763.5
rand_014,examples/brasp/random_deeper/rand_014.brasp,True,9,2,2,0,0.995434,0.995434,1.0,0.5,0,10,404.9
rand_014,examples/brasp/random_deeper/rand_014.brasp,True,10,1,1,1,0.920091,0.920091,0.8775,0.5,0,5,429.1
rand_014,examples/brasp/random_deeper/rand_014.brasp,True,10,1,2,2,0.992009,0.992009,0.9995,0.5,0,9,602.0
rand_014,examples/brasp/random_deeper/rand_014.brasp,True,10,2,1,2,0.888128,0.888128,0.9565,0.5,0,6,498.9
rand_014,examples/brasp/random_deeper/rand_014.brasp,True,10,2,2,2,0.98516,0.98516,1.0,0.5,0,17,1003.6
rand_015,examples/brasp/random_deeper/rand_015.brasp,True,9,1,1,0,1.0,1.0,1.0,0.5,0,7,68.0
rand_015,examples/brasp/random_deeper/rand_015.brasp,True,9,1,2,0,1.0,1.0,1.0,0.5,0,6,205.9
rand_015,examples/brasp/random_deeper/rand_015.brasp,True,9,2,1,0,1.0,1.0,1.0,0.5,0,5,128.8
rand_015,examples/brasp/random_deeper/rand_015.brasp,True,9,2,2,0,1.0,1.0,1.0,0.5,0,13,133.9
rand_015,examples/brasp/random_deeper/rand_015.brasp,True,10,1,1,0,1.0,1.0,1.0,0.5,0,8,146.0
rand_015,examples/brasp/random_deeper/rand_015.brasp,True,10,1,2,0,1.0,1.0,1.0,0.5,0,6,230.1
rand_015,examples/brasp/random_deeper/rand_015.brasp,True,10,2,1,0,1.0,1.0,1.0,0.5,0,17,202.0
rand_015,examples/brasp/random_deeper/rand_015.brasp,True,10,2,2,0,1.0,1.0,1.0,0.5,0,15,324.5
rand_016,examples/brasp/random_deeper/rand_016.brasp,True,1,1,1,0,1.0,1.0,1.0,0.0,0,1,24.2
rand_016,examples/brasp/random_deeper/rand_016.brasp,True,1,1,2,0,1.0,1.0,1.0,0.0,0,1,15.6
rand_016,examples/brasp/random_deeper/rand_016.brasp,True,1,2,1,0,1.0,1.0,1.0,0.0,0,2,26.4
rand_016,examples/brasp/random_deeper/rand_016.brasp,True,1,2,2,0,1.0,1.0,1.0,0.0,0,2,48.0
rand_016,examples/brasp/random_deeper/rand_016.brasp,True,2,1,1,0,1.0,1.0,1.0,0.0,0,2,34.2
rand_016,examples/brasp/random_deeper/rand_016.brasp,True,2,1,2,0,1.0,1.0,1.0,0.0,0,2,32.4
rand_016,examples/brasp/random_deeper/rand_016.brasp,True,2,2,1,0,1.0,1.0,1.0,0.0,0,4,57.4
rand_016,examples/brasp/random_deeper/rand_016.brasp,True,2,2,2,0,1.0,1.0,1.0,0.0,0,4,48.8
rand_017,examples/brasp/random_deeper/rand_017.brasp,True,2,1,1,0,1.0,1.0,1.0,0.0,0,2,47.1
rand_017,examples/brasp/random_deeper/rand_017.brasp,True,2,1,2,0,1.0,1.0,1.0,0.0,0,2,38.8
rand_017,examples/brasp/random_deeper/rand_017.brasp,True,2,2,1,0,1.0,1.0,1.0,0.0,0,4,59.6
rand_017,examples/brasp/random_deeper/rand_017.brasp,True,2,2,2,0,1.0,1.0,1.0,0.0,0,4,66.0
rand_017,examples/brasp/random_deeper/rand_017.brasp,True,3,1,1,0,1.0,1.0,1.0,0.0,0,3,24.1
rand_017,examples/brasp/random_deeper/rand_017.brasp,True,3,1,2,0,1.0,1.0,1.0,0.0,0,3,84.5
rand_017,examples/brasp/random_deeper/rand_017.brasp,True,3,2,1,0,1.0,1.0,1.0,0.0,0,6,96.2
rand_017,examples/brasp/random_deeper/rand_017.brasp,True,3,2,2,0,1.0,1.0,1.0,0.0,0,6,126.5
rand_018,examples/brasp/random_deeper/rand_018.brasp,True,2,1,1,0,1.0,1.0,1.0,0.0,0,2,73.7
rand_018,examples/brasp/random_deeper/rand_018.brasp,True,2,1,2,0,1.0,1.0,1.0,0.0,0,2,33.2
rand_018,examples/brasp/random_deeper/rand_018.brasp,True,2,2,1,0,1.0,1.0,1.0,0.0,0,4,69.2
rand_018,examples/brasp/random_deeper/rand_018.brasp,True,2,2,2,0,1.0,1.0,1.0,0.0,0,4,56.4
rand_018,examples/brasp/random_deeper/rand_018.brasp,True,3,1,1,0,1.0,1.0,1.0,0.0,0,3,34.7
rand_018,examples/brasp/random_deeper/rand_018.brasp,True,3,1,2,0,1.0,1.0,1.0,0.0,0,3,46.7
rand_018,examples/brasp/random_deeper/rand_018.brasp,True,3,2,1,0,1.0,1.0,1.0,0.0,0,6,117.3
rand_018,examples/brasp/random_deeper/rand_018.brasp,True,3,2,2,0,1.0,1.0,1.0,0.0,0,6,83.7
