task,source,star_free,layers,heads,terms,best_seed,model_hard_accuracy,train_accuracy,test_accuracy,test_positive_rate,disagreements,attention_ops,seconds
rand_012,examples/brasp/random100/rand_012.brasp,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,48.9
rand_012,examples/brasp/random100/rand_012.brasp,True,2,2,1,0,1.0,1.0,1.0,0.5,0,1,58.6
rand_012,examples/brasp/random100/rand_012.brasp,True,2,2,2,0,1.0,1.0,1.0,0.5,0,4,74.8
rand_013,examples/brasp/random100/rand_013.brasp,True,3,1,1,0,0.97032,0.97032,0.979,0.5,0,3,147.8
rand_013,examples/brasp/random100/rand_013.brasp,True,3,1,2,0,1.0,1.0,1.0,0.5,0,2,55.0
rand_013,examples/brasp/random100/rand_013.brasp,True,3,2,1,2,0.971461,0.971461,0.8895,0.5,0,5,177.9
rand_013,examples/brasp/random100/rand_013.brasp,True,3,2,2,0,1.0,1.0,1.0,0.5,0,6,88.3
rand_013,examples/brasp/random100/rand_013.brasp,True,4,1,1,0,0.971461,0.971461,0.8895,0.5,0,4,150.5
rand_013,examples/brasp/random100/rand_013.brasp,True,4,1,2,0,0.971461,0.971461,0.8895,0.5,0,4,225.9
rand_013,examples/brasp/random100/rand_013.brasp,True,4,2,1,0,0.971461,0.971461,0.8895,0.5,0,5,231.0
rand_013,examples/brasp/random100/rand_013.brasp,True,4,2,2,0,1.0,1.0,1.0,0.5,0,7,128.0
rand_014,examples/brasp/random100/rand_014.brasp,True,3,1,1,2,0.921773,0.921773,0.919,0.5,0,3,128.5
rand_014,examples/brasp/random100/rand_014.brasp,True,3,1,2,1,1.0,1.0,1.0,0.5,0,3,117.6
rand_014,examples/brasp/random100/rand_014.brasp,True,3,2,1,1,1.0,1.0,1.0,0.5,0,6,131.5
rand_014,examples/brasp/random100/rand_014.brasp,True,3,2,2,2,0.967405,0.967405,0.9995,0.5,0,6,290.1
rand_014,examples/brasp/random100/rand_014.brasp,True,4,1,1,2,0.960887,0.960887,0.9605,0.5,0,4,153.3
rand_014,examples/brasp/random100/rand_014.brasp,True,4,1,2,0,1.0,1.0,1.0,0.5,0,4,58.1
rand_014,examples/brasp/random100/rand_014.brasp,True,4,2,1,0,1.0,1.0,1.0,0.5,0,6,65.4
rand_014,examples/brasp/random100/rand_014.brasp,True,4,2,2,2,1.0,1.0,1.0,0.5,0,8,323.0
rand_015,examples/brasp/random100/rand_015.brasp,True,3,1,1,1,0.894977,0.894977,0.885,0.5,0,3,130.3
rand_015,examples/brasp/random100/rand_015.brasp,True,3,1,2,1,1.0,1.0,1.0,0.5,0,3,123.9
rand_015,examples/brasp/random100/rand_015.brasp,True,3,2,1,0,0.894977,0.894977,0.885,0.5,0,6,194.2
rand_015,examples/brasp/random100/rand_015.brasp,True,3,2,2,0,0.936073,0.936073,0.94,0.5,0,6,294.0
rand_015,examples/brasp/random100/rand_015.brasp,True,4,1,1,1,1.0,1.0,1.0,0.5,0,4,80.4
rand_015,examples/brasp/random100/rand_015.brasp,True,4,1,2,2,0.930365,0.930365,0.8885,0.5,0,4,224.2
rand_015,examples/brasp/random100/rand_015.brasp,True,4,2,1,1,0.945205,0.945205,0.9545,0.5,0,7,238.7
rand_015,examples/brasp/random100/rand_015.brasp,True,4,2,2,0,0.953196,0.953196,0.964,0.5,0,7,346.8
rand_016,examples/brasp/random100/rand_016.brasp,True,3,1,1,2,1.0,1.0,1.0,0.5,0,3,147.9
rand_016,examples/brasp/random100/rand_016.brasp,True,3,1,2,0,1.0,1.0,1.0,0.5,0,3,65.0
rand_016,examples/brasp/random100/rand_016.brasp,True,3,2,1,0,0.779661,0.779661,0.746,0.5,0,6,195.5
rand_016,examples/brasp/random100/rand_016.brasp,True,3,2,2,0,1.0,1.0,1.0,0.5,0,3,80.6
rand_016,examples/brasp/random100/rand_016.brasp,True,4,1,1,0,1.0,1.0,1.0,0.5,0,3,54.4
rand_016,examples/brasp/random100/rand_016.brasp,True,4,1,2,0,1.0,1.0,1.0,0.5,0,4,59.4
rand_016,examples/brasp/random100/rand_016.brasp,True,4,2,1,0,0.779661,0.779661,0.746,0.5,0,7,231.9
rand_016,examples/brasp/random100/rand_016.brasp,True,4,2,2,0,1.0,1.0,1.0,0.5,0,7,117.3
rand_017,examples/brasp/random100/rand_017.brasp,True,4,1,1,1,0.964612,0.964612,0.9765,0.5,0,4,165.5
rand_017,examples/brasp/random100/rand_017.brasp,True,4,1,2,2,0.987443,0.987443,0.9765,0.5,0,4,229.0
rand_017,examples/brasp/random100/rand_017.brasp,True,4,2,1,1,0.989726,0.989726,1.0,0.5,0,7,229.6
rand_017,examples/brasp/random100/rand_017.brasp,True,4,2,2,0,0.993151,0.993151,0.991,0.5,0,7,361.6
rand_017,examples/brasp/random100/rand_017.brasp,True,5,1,1,1,0.964612,0.964612,0.9765,0.5,0,5,137.9
rand_017,examples/brasp/random100/rand_017.brasp,True,5,1,2,0,0.974886,0.974886,0.9765,0.5,0,5,272.8
rand_017,examples/brasp/random100/rand_017.brasp,True,5,2,1,2,0.964612,0.964612,0.9765,0.5,0,6,289.6
rand_017,examples/brasp/random100/rand_017.brasp,True,5,2,2,0,0.989726,0.989726,1.0,0.5,0,8,384.3
rand_018,examples/brasp/random100/rand_018.brasp,True,2,1,1,0,1.0,1.0,1.0,0.5,0,2,40.8
rand_018,examples/brasp/random100/rand_018.brasp,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,46.9
rand_018,examples/brasp/random100/rand_018.brasp,True,2,2,1,0,1.0,1.0,1.0,0.5,0,4,50.8
rand_018,examples/brasp/random100/rand_018.brasp,True,2,2,2,0,1.0,1.0,1.0,0.5,0,4,72.9
rand_018,examples/brasp/random100/rand_018.brasp,True,3,1,1,0,1.0,1.0,1.0,0.5,0,3,30.1
rand_018,examples/brasp/random100/rand_018.brasp,True,3,1,2,0,1.0,1.0,1.0,0.5,0,3,62.6
rand_018,examples/brasp/random100/rand_018.brasp,True,3,2,1,1,1.0,1.0,1.0,0.5,0,5,134.7
rand_018,examples/brasp/random100/rand_018.brasp,True,3,2,2,0,1.0,1.0,1.0,0.5,0,5,93.3
rand_019,examples/brasp/random100/rand_019.brasp,True,3,1,1,2,0.956975,0.956975,0.941,0.5,0,3,139.8
rand_019,examples/brasp/random100/rand_019.brasp,True,3,1,2,0,0.956975,0.956975,0.941,0.5,0,3,183.1
rand_019,examples/brasp/random100/rand_019.brasp,True,3,2,1,1,1.0,1.0,1.0,0.5,0,6,96.0
rand_019,examples/brasp/random100/rand_019.brasp,True,3,2,2,2,0.956975,0.956975,0.941,0.5,0,6,288.8
rand_019,examples/brasp/random100/rand_019.brasp,True,4,1,1,0,0.956975,0.956975,0.941,0.5,0,3,150.2
rand_019,examples/brasp/random100/rand_019.brasp,True,4,1,2,0,0.956975,0.956975,0.941,0.5,0,4,210.2
rand_019,examples/brasp/random100/rand_019.brasp,True,4,2,1,1,1.0,1.0,1.0,0.5,0,7,157.7
rand_019,examples/brasp/random100/rand_019.brasp,True,4,2,2,0,1.0,1.0,1.0,0.5,0,7,119.9
rand_020,examples/brasp/random100/rand_020.brasp,True,3,1,1,1,1.0,1.0,1.0,0.5,0,3,76.2
rand_020,examples/brasp/random100/rand_020.brasp,True,3,1,2,2,1.0,1.0,1.0,0.5,0,3,188.5
rand_020,examples/brasp/random100/rand_020.brasp,True,3,2,1,1,0.852673,0.852673,0.8155,0.5,0,5,198.4
rand_020,examples/brasp/random100/rand_020.brasp,True,3,2,2,2,1.0,1.0,1.0,0.5,0,6,228.2
rand_020,examples/brasp/random100/rand_020.brasp,True,4,1,1,0,0.852673,0.852673,0.8155,0.5,0,4,167.2
rand_020,examples/brasp/random100/rand_020.brasp,True,4,1,2,2,1.0,1.0,1.0,0.5,0,4,212.6
rand_020,examples/brasp/random100/rand_020.brasp,True,4,2,1,2,0.859192,0.859192,0.8155,0.5,0,7,229.7
rand_020,examples/brasp/random100/rand_020.brasp,True,4,2,2,0,1.0,1.0,1.0,0.5,0,7,122.3
rand_021,examples/brasp/random100/rand_021.brasp,True,4,1,1,0,0.977169,0.977169,1.0,0.5,0,4,130.2
rand_021,examples/brasp/random100/rand_021.brasp,True,4,1,2,2,1.0,1.0,1.0,0.5,0,4,213.0
rand_021,examples/brasp/random100/rand_021.brasp,True,4,2,1,1,1.0,1.0,1.0,0.5,0,5,160.1
rand_021,examples/brasp/random100/rand_021.brasp,True,4,2,2,0,1.0,1.0,1.0,0.5,0,7,120.6
rand_021,examples/brasp/random100/rand_021.brasp,True,5,1,1,1,1.0,1.0,1.0,0.5,0,5,119.6
rand_021,examples/brasp/random100/rand_021.brasp,True,5,1,2,0,1.0,1.0,1.0,0.5,0,5,95.1
rand_021,examples/brasp/random100/rand_021.brasp,True,5,2,1,1,1.0,1.0,1.0,0.5,0,6,166.1
rand_021,examples/brasp/random100/rand_021.brasp,True,5,2,2,1,1.0,1.0,1.0,0.5,0,7,247.2
rand_022,examples/brasp/random100/rand_022.brasp,True,3,1,1,0,0.944064,0.944064,0.9215,0.5,0,3,142.5
rand_022,examples/brasp/random100/rand_022.brasp,True,3,1,2,0,0.944064,0.944064,0.9215,0.5,0,3,163.6
rand_022,examples/brasp/random100/rand_022.brasp,True,3,2,1,0,0.944064,0.944064,0.9215,0.5,0,6,198.0
rand_022,examples/brasp/random100/rand_022.brasp,True,3,2,2,0,0.944064,0.944064,0.9215,0.5,0,6,283.8
rand_022,examples/brasp/random100/rand_022.brasp,True,4,1,1,1,0.929224,0.929224,0.941,0.5,0,4,147.5
rand_022,examples/brasp/random100/rand_022.brasp,True,4,1,2,1,0.966895,0.966895,0.9805,0.5,0,4,226.8
rand_022,examples/brasp/random100/rand_022.brasp,True,4,2,1,0,0.944064,0.944064,0.9215,0.5,0,5,223.5
rand_022,examples/brasp/random100/rand_022.brasp,True,4,2,2,0,0.944064,0.944064,0.9215,0.5,0,7,354.2
rand_023,examples/brasp/random100/rand_023.brasp,True,4,1,1,0,0.968037,0.968037,0.9615,0.5,0,4,169.0
rand_023,examples/brasp/random100/rand_023.brasp,True,4,1,2,2,0.968037,0.968037,0.9615,0.5,0,4,222.8
rand_023,examples/brasp/random100/rand_023.brasp,True,4,2,1,0,0.968037,0.968037,0.9615,0.5,0,7,223.9
rand_023,examples/brasp/random100/rand_023.brasp,True,4,2,2,1,1.0,1.0,1.0,0.5,0,8,237.4
rand_023,examples/brasp/random100/rand_023.brasp,True,5,1,1,1,0.968037,0.968037,0.9615,0.5,0,5,189.1
rand_023,examples/brasp/random100/rand_023.brasp,True,5,1,2,0,1.0,1.0,1.0,0.5,0,5,75.4
rand_023,examples/brasp/random100/rand_023.brasp,True,5,2,1,1,1.0,1.0,1.0,0.5,0,6,188.9
rand_023,examples/brasp/random100/rand_023.brasp,True,5,2,2,2,1.0,1.0,1.0,0.5,0,7,395.3
rand_024,examples/brasp/random100/rand_024.brasp,True,2,1,1,2,1.0,1.0,1.0,0.5,0,2,112.9
rand_024,examples/brasp/random100/rand_024.brasp,True,2,1,2,0,1.0,1.0,1.0,0.5,0,2,51.0
rand_024,examples/brasp/random100/rand_024.brasp,True,2,2,1,0,1.0,1.0,1.0,0.5,0,4,56.1
rand_024,examples/brasp/random100/rand_024.brasp,True,2,2,2,0,1.0,1.0,1.0,0.5,0,4,77.3
rand_024,examples/brasp/random100/rand_024.brasp,True,3,1,1,0,1.0,1.0,1.0,0.5,0,3,51.1
rand_024,examples/brasp/random100/rand_024.brasp,True,3,1,2,0,1.0,1.0,1.0,0.5,0,3,66.0
rand_024,examples/brasp/random100/rand_024.brasp,True,3,2,1,0,1.0,1.0,1.0,0.5,0,6,66.9
rand_024,examples/brasp/random100/rand_024.brasp,True,3,2,2,0,1.0,1.0,1.0,0.5,0,6,100.3
rand_025,examples/brasp/random100/rand_025.brasp,True,4,1,1,0,0.843607,0.843607,0.91,0.5,0,4,160.5
rand_025,examples/brasp/random100/rand_025.brasp,True,4,1,2,0,1.0,1.0,1.0,0.5,0,4,76.1
rand_025,examples/brasp/random100/rand_025.brasp,True,4,2,1,0,0.843607,0.843607,0.91,0.5,0,5,227.1
rand_025,examples/brasp/random100/rand_025.brasp,True,4,2,2,0,1.0,1.0,1.0,0.5,0,8,108.1
rand_025,examples/brasp/random100/rand_025.brasp,True,5,1,1,1,1.0,1.0,1.0,0.5,0,5,120.7
rand_025,examples/brasp/random100/rand_025.brasp,True,5,1,2,0,1.0,1.0,1.0,0.5,0,4,89.1
rand_025,examples/brasp/random100/rand_025.brasp,True,5,2,1,0,1.0,1.0,1.0,0.5,0,7,79.0
rand_025,examples/brasp/random100/rand_025.brasp,True,5,2,2,1,1.0,1.0,1.0,0.5,0,7,234.9
rand_026,examples/brasp/random100/rand_026.brasp,True,4,1,1,1,0.964612,0.964612,0.9535,0.5,0,4,167.9
rand_026,examples/brasp/random100/rand_026.brasp,True,4,1,2,0,0.969178,0.969178,0.9785,0.5,0,4,211.0
rand_026,examples/brasp/random100/rand_026.brasp,True,4,2,1,2,0.949772,0.949772,0.9495,0.5,0,5,227.1
rand_026,examples/brasp/random100/rand_026.brasp,True,4,2,2,0,0.997717,0.997717,0.994,0.5,0,7,326.2
rand_026,examples/brasp/random100/rand_026.brasp,True,5,1,1,0,0.932648,0.932648,0.949,0.5,0,5,177.2
rand_026,examples/brasp/random100/rand_026.brasp,True,5,1,2,2,0.990868,0.990868,0.9935,0.5,0,5,246.7
rand_026,examples/brasp/random100/rand_026.brasp,True,5,2,1,2,0.973744,0.973744,0.9935,0.5,0,7,283.4
rand_026,examples/brasp/random100/rand_026.brasp,True,5,2,2,1,0.997717,0.997717,0.994,0.5,0,7,389.8
rand_027,examples/brasp/random100/rand_027.brasp,True,3,1,1,0,0.937215,0.937215,0.972,0.5,0,3,100.0
rand_027,examples/brasp/random100/rand_027.brasp,True,3,1,2,0,1.0,1.0,1.0,0.5,0,3,63.5
rand_027,examples/brasp/random100/rand_027.brasp,True,3,2,1,0,0.937215,0.937215,0.972,0.5,0,6,197.0
rand_027,examples/brasp/random100/rand_027.brasp,True,3,2,2,0,1.0,1.0,1.0,0.5,0,6,85.1
rand_027,examples/brasp/random100/rand_027.brasp,True,4,1,1,1,1.0,1.0,1.0,0.5,0,4,97.9
rand_027,examples/brasp/random100/rand_027.brasp,True,4,1,2,0,1.0,1.0,1.0,0.5,0,4,76.7
rand_027,examples/brasp/random100/rand_027.brasp,True,4,2,1,2,0.978311,0.978311,0.982,0.5,0,5,227.2
rand_027,examples/brasp/random100/rand_027.brasp,True,4,2,2,0,1.0,1.0,1.0,0.5,0,7,115.4
rand_028,examples/brasp/random100/rand_028.brasp,True,3,1,1,0,1.0,1.0,1.0,0.5,0,3,50.4
rand_028,examples/brasp/random100/rand_028.brasp,True,3,1,2,0,1.0,1.0,1.0,0.5,0,3,54.6
rand_028,examples/brasp/random100/rand_028.brasp,True,3,2,1,0,1.0,1.0,1.0,0.5,0,6,66.8
rand_028,examples/brasp/random100/rand_028.brasp,True,3,2,2,0,1.0,1.0,1.0,0.5,0,6,101.0
rand_028,examples/brasp/random100/rand_028.brasp,True,4,1,1,0,1.0,1.0,1.0,0.5,0,4,57.7
rand_028,examples/brasp/random100/rand_028.brasp,True,4,1,2,0,1.0,1.0,1.0,0.5,0,4,73.4
rand_028,examples/brasp/random100/rand_028.brasp,True,4,2,1,0,1.0,1.0,1.0,0.5,0,5,78.4
rand_028,examples/brasp/random100/rand_028.brasp,True,4,2,2,0,1.0,1.0,1.0,0.5,0,7,107.9
rand_029,examples/brasp/random100/rand_029.brasp,True,3,1,1,0,1.0,1.0,1.0,0.5,0,3,50.8
rand_029,examples/brasp/random100/rand_029.brasp,True,3,1,2,0,1.0,1.0,1.0,0.5,0,3,64.8
rand_029,examples/brasp/random100/rand_029.brasp,True,3,2,1,0,1.0,1.0,1.0,0.5,0,6,66.5
